class	hgvs_pos	Regions	Rule	Guidelines	Outcome
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBNormal	6	Donor	DD9	Standard	None
SVDBNormal	4	Donor	DD10	Standard	None
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	3	Donor	DD8	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	3	Donor	DD8	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD5	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	6	Donor	DD9	Auxiliary	None
SVDBSplice	3	Donor	DD5	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	3	Donor	DD8	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	3	Donor	DD5	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	5	Donor	DD4	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	2	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	4	Donor	DD5	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD10	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	5	Donor	DD6	Standard	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD4	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation',)
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	6	Donor	DD9	Auxiliary	None
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBNormal	4	Donor	DD10	Auxiliary	None
SVDBSplice	6	Donor	DD9	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD1	Standard	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	4	Donor	DD5	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	3	Donor	DD8	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation',)
SVDBNormal	5	Donor	DD6	Standard	None
SVDBNormal	6	Donor	DD9	Auxiliary	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBNormal	3	Donor	DD8	Auxiliary	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	4	Donor	DD5	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBNormal	3	Donor	DD1	Context	None
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon extension', 'Exon skipping', 'Exon truncation')
SVDBSplice	5	Donor	DD4	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD5	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	6	Donor	DD9	Auxiliary	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD5	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon truncation', 'Intron retention')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	6	Donor	DD9	Auxiliary	None
SVDBSplice	6	Donor	DD9	Standard	None
SVDBNormal	6	Donor	DD9	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBNormal	3	Donor	DD8	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Intron retention',)
SVDBSplice	3	Donor	DD5	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping', 'Exon truncation', 'Intron retention')
SVDBSplice	3	Donor	DD8	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	5	Donor	DD6	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon extension', 'Exon skipping', 'Exon truncation')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping', 'Exon truncation', 'Intron retention')
SVDBSplice	4	Donor	DD10	Standard	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	6	Donor	DD9	Standard	('Exon truncation',)
SVDBSplice	5	Donor	DD4	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	4	Donor	DD10	Standard	None
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	4	Donor	DD10	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	4	Donor	DD10	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD1	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD4	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	3	Donor	DD5	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	3	Donor	DD5	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD5	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	6	Donor	DD9	Auxiliary	('Exon extension', 'Exon skipping')
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	None
SVDBSplice	5	Donor	DD4	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD10	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBNormal	5	Donor	DD6	Auxiliary	None
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation',)
SVDBNormal	4	Donor	DD10	Auxiliary	None
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon extension',)
SVDBNormal	4	Donor	DD10	Auxiliary	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	None
SVDBNormal	4	Donor	DD10	Auxiliary	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	5	Donor	DD6	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	3	Donor	DD8	Auxiliary	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD5	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD5	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Exon extension')
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping',)
SVDBNormal	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	4	Donor	DD10	Auxiliary	None
SVDBNormal	4	Donor	DD10	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	3	Donor	DD8	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Intron retention')
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation', 'Intron retention')
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	5	Donor	DD4	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBNormal	3	Donor	DD8	Standard	None
SVDBNormal	5	Donor	DD6	Standard	None
SVDBNormal	6	Donor	DD9	Standard	None
SVDBSplice	5	Donor	DD6	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBNormal	3	Donor	DD5	Standard	None
SVDBNormal	6	Donor	DD9	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD4	Standard	('Exon truncation',)
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBNormal	4	Donor	DD10	Auxiliary	None
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	3	Donor	DD8	Standard	None
SVDBSplice	4	Donor	DD10	Standard	None
SVDBSplice	6	Donor	DD9	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	6	Donor	DD9	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	5	Donor	DD4	Standard	None
SVDBSplice	6	Donor	DD9	Standard	None
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	5	Donor	DD4	Standard	None
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	1	Donor	DD2	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	6	Donor	DD9	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension', 'Exon truncation')
SVDBSplice	3	Donor	DD8	Standard	('Exon truncation',)
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping', 'Intron retention')
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping', 'Exon truncation', 'Intron retention')
SVDBSplice	4	Donor	DD10	Standard	None
SVDBSplice	2	Donor	DD2	Standard	None
SVDBSplice	3	Donor	DD8	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	5	Donor	DD4	Standard	None
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	4	Donor	DD10	Standard	None
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD4	Standard	('Intron retention',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping', 'Exon truncation')
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	4	Donor	DD10	Standard	('Exon skipping',)
SVDBSplice	6	Donor	DD9	Auxiliary	('Exon skipping',)
SVDBSplice	5	Donor	DD4	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon extension', 'Exon skipping')
SVDBSplice	1	Donor	DD2	Standard	('Exon truncation',)
SVDBSplice	6	Donor	DD9	Auxiliary	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon skipping',)
SVDBSplice	3	Donor	DD5	Standard	('Exon extension',)
SVDBSplice	6	Donor	DD9	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	3	Donor	DD8	Standard	('Exon skipping',)
SVDBSplice	5	Donor	DD6	Standard	None
SVDBSplice	4	Donor	DD5	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Intron retention',)
SVDBSplice	1	Donor	DD2	Standard	('Exon extension',)
SVDBSplice	5	Donor	DD6	Standard	('Exon skipping',)
SVDBSplice	2	Donor	DD2	Standard	('Exon truncation',)
